CATE,AREA,school,price,LONG,LAT
haidian,55.75,1,50225,116.338131,40.05175937
haidian,82.97,0,47608,116.338131,40.05175937
haidian,91.14,0,46632,116.338131,40.05175937
haidian,59,0,45763,116.338131,40.05175937
haidian,67,0,44777,116.338131,40.05175937
haidian,97.45,0,44126,116.338131,40.05175937
haidian,102,0,42157,116.338131,40.05175937
haidian,106,0,41510,116.338131,40.05175937
haidian,105,0,40953,116.338131,40.05175937
haidian,116.24,0,39574,116.338131,40.05175937
haidian,106.42,0,38527,116.338131,40.05175937
haidian,131.98,0,36370,116.338131,40.05175937
haidian,131,0,35115,116.338131,40.05175937
chaoyang,107.74,0,63115,116.415235,39.97990688
dongcheng,61.11,0,69220,116.4139641,39.97123307
dongcheng,81.73,0,69131,116.4139641,39.97123307
dongcheng,46.83,0,64062,116.4139641,39.97123307
dongcheng,46.83,0,59791,116.4139641,39.97123307
dongcheng,56.03,1,70498,116.4137879,39.96827108
dongcheng,71.76,1,69538,116.4137879,39.96827108
dongcheng,49,1,67347,116.4137879,39.96827108
dongcheng,67.09,0,81980,116.4152549,39.96570122
dongcheng,70.13,0,75574,116.4152549,39.96570122
dongcheng,84.2,0,73635,116.4152549,39.96570122
dongcheng,39.97,1,101326,116.4202405,39.95705256
dongcheng,58.12,0,91191,116.4202405,39.95705256
dongcheng,59.68,1,90148,116.4202405,39.95705256
dongcheng,65.16,0,89933,116.4202405,39.95705256
dongcheng,59.68,1,88472,116.4202405,39.95705256
dongcheng,95.46,1,87995,116.4202405,39.95705256
dongcheng,56.65,1,87909,116.4202405,39.95705256
dongcheng,39.29,1,86537,116.4202405,39.95705256
dongcheng,50.19,1,85675,116.4202405,39.95705256
dongcheng,75.5,1,79471,116.4202405,39.95705256
dongcheng,67,1,77612,116.4202405,39.95705256
dongcheng,61.89,0,58168,116.4202405,39.95705256
dongcheng,58,1,89656,116.4180486,39.96509294
dongcheng,71.05,0,89374,116.4180486,39.96509294
dongcheng,37.47,1,88071,116.4180486,39.96509294
dongcheng,61,1,81968,116.4180486,39.96509294
dongcheng,61,0,81968,116.4180486,39.96509294
dongcheng,53.24,0,80767,116.4180486,39.96509294
dongcheng,81,1,80247,116.4180486,39.96509294
dongcheng,56.82,0,78318,116.4180486,39.96509294
dongcheng,37.11,0,75991,116.4180486,39.96509294
dongcheng,42.3,1,75651,116.4180486,39.96509294
dongcheng,74,0,74325,116.4180486,39.96509294
dongcheng,60,1,75000,116.4134048,39.95755106
dongcheng,65.29,1,74438,116.4134048,39.95755106
dongcheng,55.59,1,71596,116.4134048,39.95755106
dongcheng,44.73,1,71317,116.4134048,39.95755106
dongcheng,88.24,1,70830,116.4134048,39.95755106
dongcheng,88.24,1,70830,116.4134048,39.95755106
dongcheng,69.83,1,69885,116.4134048,39.95755106
chaoyang,41.84,0,62142,116.3868477,39.99877821
chaoyang,61.86,0,56580,116.3868477,39.99877821
chaoyang,60.61,1,61871,116.3920086,39.99607381
dongcheng,140.5,1,92527,116.4112015,39.95264392
dongcheng,139.78,1,89427,116.4112015,39.95264392
dongcheng,306.65,1,71744,116.4112015,39.95264392
chaoyang,62.59,1,65506,116.4160727,40.0057433
chaoyang,136.64,1,51962,116.4160727,40.0057433
chaoyang,136.64,1,50864,116.4160727,40.0057433
chaoyang,102.57,1,49723,116.4160727,40.0057433
chaoyang,184.33,1,48826,116.4160727,40.0057433
chaoyang,136.64,1,47571,116.4160727,40.0057433
chaoyang,80,0,60000,116.4166751,39.99106436
chaoyang,69.96,0,58605,116.4166751,39.99106436
chaoyang,68.69,0,54594,116.4190206,39.99172837
chaoyang,59.61,0,55360,116.420228,39.99013821
chaoyang,55.31,0,57675,116.4150874,39.98805976
chaoyang,65.64,0,53322,116.4150874,39.98805976
chaoyang,49.44,0,73827,116.4102145,39.97791302
chaoyang,81.53,0,72980,116.4102145,39.97791302
chaoyang,49.93,0,72101,116.4102145,39.97791302
chaoyang,62.77,0,70098,116.4102145,39.97791302
chaoyang,81.02,0,69119,116.4102145,39.97791302
chaoyang,54.21,0,67331,116.4102145,39.97791302
chaoyang,53.65,0,65238,116.4102145,39.97791302
chaoyang,81.97,0,64658,116.4102145,39.97791302
chaoyang,54.61,0,63176,116.4102145,39.97791302
chaoyang,53.99,0,62975,116.4102145,39.97791302
chaoyang,54,0,62963,116.4102145,39.97791302
chaoyang,45.35,0,61743,116.4102145,39.97791302
chaoyang,63.47,0,61447,116.4102145,39.97791302
chaoyang,54.01,0,61100,116.4102145,39.97791302
chaoyang,62.77,0,61017,116.4102145,39.97791302
chaoyang,74.95,0,60041,116.4102145,39.97791302
chaoyang,56.02,0,59801,116.4102145,39.97791302
chaoyang,53.98,0,59282,116.4102145,39.97791302
chaoyang,59.15,0,59172,116.4102145,39.97791302
chaoyang,54.21,0,59030,116.4102145,39.97791302
chaoyang,58.53,0,58090,116.4102145,39.97791302
chaoyang,58.56,0,58061,116.4102145,39.97791302
chaoyang,51.91,0,80910,116.406782,39.97982462
chaoyang,71,0,71831,116.406782,39.97982462
chaoyang,60,0,71667,116.406782,39.97982462
chaoyang,78.54,0,70029,116.406782,39.97982462
chaoyang,57.15,0,69117,116.406782,39.97982462
chaoyang,76.09,0,67026,116.406782,39.97982462
chaoyang,56.99,0,66679,116.406782,39.97982462
chaoyang,58,0,66380,116.406782,39.97982462
chaoyang,65,0,66154,116.406782,39.97982462
chaoyang,57.5,0,66087,116.406782,39.97982462
chaoyang,42,0,65477,116.406782,39.97982462
chaoyang,56.71,0,65245,116.406782,39.97982462
chaoyang,57.5,0,64348,116.406782,39.97982462
chaoyang,65.64,0,64138,116.406782,39.97982462
chaoyang,80.6,0,62035,116.406782,39.97982462
chaoyang,38.96,0,61602,116.406782,39.97982462
chaoyang,38.52,0,61008,116.406782,39.97982462
chaoyang,49.63,0,60448,116.406782,39.97982462
chaoyang,59.55,0,59614,116.406782,39.97982462
chaoyang,57.66,0,58967,116.406782,39.97982462
chaoyang,58.16,0,57600,116.406782,39.97982462
chaoyang,68.18,0,56469,116.406782,39.97982462
chaoyang,38.99,0,51296,116.406782,39.97982462
dongcheng,108.21,0,80215,116.4154082,39.97700664
dongcheng,65.82,0,79004,116.4154082,39.97700664
dongcheng,47.6,0,78782,116.4154082,39.97700664
dongcheng,65.82,0,72927,116.4154082,39.97700664
dongcheng,66,1,72728,116.4154082,39.97700664
dongcheng,65.82,1,65330,116.4154082,39.97700664
chaoyang,196.31,0,76410,116.4205047,39.98900171
chaoyang,144.31,0,69296,116.4205047,39.98900171
chaoyang,196.31,0,69279,116.4205047,39.98900171
chaoyang,144,0,61667,116.4205047,39.98900171
chaoyang,204.38,1,44036,116.548166,39.96957519
chaoyang,137.36,1,51689,116.5518409,39.96472553
chaoyang,109.79,1,51007,116.5518409,39.96472553
chaoyang,110.69,1,50592,116.5518409,39.96472553
chaoyang,126,1,48889,116.5518409,39.96472553
chaoyang,136.82,1,47508,116.5518409,39.96472553
chaoyang,170.94,1,46801,116.5518409,39.96472553
chaoyang,107.34,1,46581,116.5518409,39.96472553
chaoyang,139,1,50360,116.5533108,39.96666805
chaoyang,224,1,36608,116.5533108,39.96666805
chaoyang,139.64,1,60871,116.5533108,39.96666805
chaoyang,144.7,1,55978,116.5533108,39.96666805
chaoyang,164.03,1,53040,116.5533108,39.96666805
chaoyang,143.32,1,53029,116.5533108,39.96666805
chaoyang,141.87,1,52866,116.5533108,39.96666805
chaoyang,164.36,1,50499,116.5533108,39.96666805
chaoyang,139.85,1,50054,116.5533108,39.96666805
chaoyang,221.27,1,44290,116.5533108,39.96666805
chaoyang,134.88,1,72658,116.3708791,40.02175952
chaoyang,144.18,1,70745,116.3708791,40.02175952
chaoyang,127.12,1,69226,116.3708791,40.02175952
chaoyang,142.97,1,68546,116.3708791,40.02175952
chaoyang,127.98,1,67198,116.3708791,40.02175952
chaoyang,180.56,1,64799,116.3708791,40.02175952
chaoyang,76,1,59211,116.3708791,40.02175952
chaoyang,126.8,1,59937,116.3796373,40.01875981
chaoyang,138.26,1,91133,116.3796373,40.01875981
chaoyang,165.58,1,86968,116.3796373,40.01875981
chaoyang,134.86,1,85274,116.3796373,40.01875981
chaoyang,135,1,72963,116.3796373,40.01875981
chaoyang,209.4,1,57307,116.3796373,40.01875981
chaoyang,155.11,1,88970,116.3796373,40.01875981
chaoyang,154.65,1,74362,116.3796373,40.01875981
chaoyang,109.25,1,64074,116.3796373,40.01875981
chaoyang,108.95,1,57642,116.3796373,40.01875981
chaoyang,79.27,0,64968,116.4675166,40.01878335
chaoyang,86.8,0,64517,116.4675166,40.01878335
chaoyang,57.5,0,64348,116.4675166,40.01878335
chaoyang,112.71,0,63881,116.4675166,40.01878335
chaoyang,130,0,63847,116.4675166,40.01878335
chaoyang,66.54,0,63421,116.4675166,40.01878335
chaoyang,83,0,62651,116.4675166,40.01878335
chaoyang,91.12,0,60909,116.4675166,40.01878335
chaoyang,146.71,0,59301,116.4675166,40.01878335
chaoyang,67,0,55971,116.4675166,40.01878335
shijingshan,48.6,0,41153,116.2402395,39.8962197
shijingshan,49.87,0,40105,116.2402395,39.8962197
shijingshan,43,0,39535,116.2402395,39.8962197
shijingshan,48.6,0,38066,116.2402395,39.8962197
shijingshan,40.4,0,36634,116.2402395,39.8962197
shijingshan,70.35,0,36390,116.2402395,39.8962197
shijingshan,49.5,0,33940,116.2402395,39.8962197
shijingshan,78.8,0,32995,116.2402395,39.8962197
shijingshan,56.6,0,31803,116.2402395,39.8962197
haidian,80.2,0,74813,116.2959282,39.92687051
haidian,45.9,0,62092,116.2959282,39.92687051
haidian,44.7,0,58166,116.2959282,39.92687051
haidian,46,0,57174,116.2959282,39.92687051
haidian,63,0,57143,116.2959282,39.92687051
haidian,86.43,0,55768,116.2959282,39.92687051
haidian,66.4,0,54217,116.2959282,39.92687051
haidian,63,0,53651,116.2959282,39.92687051
haidian,109,0,53212,116.2959282,39.92687051
haidian,67.3,0,53195,116.2959282,39.92687051
haidian,66.4,0,53013,116.2959282,39.92687051
haidian,66.5,0,52632,116.2959282,39.92687051
haidian,66.4,0,50603,116.2959282,39.92687051
shijingshan,67,0,35075,116.2234251,39.90867526
shijingshan,600,0,50000,116.1936356,39.95923944
shijingshan,65.3,0,33691,116.1936356,39.95923944
shijingshan,65.24,0,45985,116.2073105,39.92086929
shijingshan,57.54,0,39973,116.2073105,39.92086929
shijingshan,58.95,0,39865,116.2073105,39.92086929
shijingshan,57.7,0,39862,116.2073105,39.92086929
shijingshan,68.43,0,39457,116.2073105,39.92086929
shijingshan,61.3,0,39152,116.2073105,39.92086929
shijingshan,55,0,38182,116.2073105,39.92086929
shijingshan,44.01,0,38174,116.2073105,39.92086929
shijingshan,59,0,36950,116.2073105,39.92086929
shijingshan,59.88,0,36741,116.2073105,39.92086929
shijingshan,57.46,1,36548,116.2073105,39.92086929
shijingshan,44,0,36364,116.2073105,39.92086929
shijingshan,58.8,0,35715,116.2073105,39.92086929
shijingshan,59.88,0,35071,116.2073105,39.92086929
shijingshan,59.41,0,34506,116.2073105,39.92086929
shijingshan,69.13,0,33994,116.2073105,39.92086929
shijingshan,57.26,0,33182,116.2073105,39.92086929
shijingshan,58.41,0,32187,116.2073105,39.92086929
shijingshan,165.88,0,28033,116.2073105,39.92086929
shijingshan,184.16,0,27151,116.2073105,39.92086929
shijingshan,33.46,0,46324,116.2063336,39.92281477
shijingshan,66,0,42425,116.2063336,39.92281477
shijingshan,36,0,38889,116.2063336,39.92281477
shijingshan,55,0,38182,116.2063336,39.92281477
shijingshan,69,0,37682,116.2063336,39.92281477
shijingshan,36.65,0,36835,116.2063336,39.92281477
shijingshan,51.31,0,36056,116.2063336,39.92281477
shijingshan,36.3,0,35813,116.2063336,39.92281477
shijingshan,51,0,35687,116.2063336,39.92281477
shijingshan,36.65,0,35471,116.2063336,39.92281477
shijingshan,50.37,0,35339,116.2063336,39.92281477
shijingshan,50.42,0,35304,116.2063336,39.92281477
shijingshan,56.77,0,35230,116.2063336,39.92281477
shijingshan,54,0,35186,116.2063336,39.92281477
shijingshan,37,0,35136,116.2063336,39.92281477
shijingshan,50.39,0,35127,116.2063336,39.92281477
shijingshan,51,0,34902,116.2063336,39.92281477
shijingshan,50.39,0,34730,116.2063336,39.92281477
shijingshan,66,0,34697,116.2063336,39.92281477
shijingshan,56.7,0,34392,116.2063336,39.92281477
shijingshan,56.77,0,34350,116.2063336,39.92281477
shijingshan,50,0,34000,116.2063336,39.92281477
shijingshan,56.55,0,33599,116.2063336,39.92281477
shijingshan,53.99,0,33340,116.2063336,39.92281477
shijingshan,52.5,0,33334,116.2063336,39.92281477
shijingshan,59,0,33051,116.2063336,39.92281477
shijingshan,58.9,0,32938,116.2063336,39.92281477
shijingshan,70,0,32858,116.2063336,39.92281477
shijingshan,58.63,0,32407,116.2063336,39.92281477
shijingshan,54.03,0,32020,116.2063336,39.92281477
shijingshan,57.18,0,31480,116.2063336,39.92281477
shijingshan,69,0,31160,116.2063336,39.92281477
shijingshan,65,0,30770,116.2063336,39.92281477
shijingshan,65.22,0,30666,116.2063336,39.92281477
shijingshan,68.41,0,29967,116.2063336,39.92281477
shijingshan,40,0,38000,116.2107965,39.92272866
shijingshan,53,0,37359,116.2107965,39.92272866
shijingshan,72.71,0,37134,116.2107965,39.92272866
shijingshan,58.25,0,36910,116.2107965,39.92272866
shijingshan,55,0,36000,116.2107965,39.92272866
shijingshan,58,0,31035,116.2107965,39.92272866
shijingshan,69,0,22464,116.2107965,39.92272866
shijingshan,55,0,19091,116.2107965,39.92272866
shijingshan,26.96,0,38947,116.2042069,39.91634043
shijingshan,52.72,0,34523,116.2042069,39.91634043
shijingshan,57.46,0,46120,116.2051359,39.91214442
shijingshan,89.3,0,40874,116.2051359,39.91214442
shijingshan,80.97,0,40756,116.2051359,39.91214442
shijingshan,53,0,40567,116.2051359,39.91214442
shijingshan,64.92,0,40050,116.2051359,39.91214442
shijingshan,57.46,0,39854,116.2051359,39.91214442
shijingshan,84.43,0,37902,116.2051359,39.91214442
